"","grow.parm.unscale"
"grow.intraA.unscale.logoffset",5e-04
"grow.intraA.unscale.mu",-2.66048414969266
"grow.intraA.unscale.sigma",3.58242602992328
"grow.interS.unscale.mu",4.54787131101586
"grow.interS.unscale.sigma",0.41181564276453
